"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"prsF","","Minor fimbrial protein PrsF","77","197","125","8","38.11881188118812","3.902439024390244","0.02501522842639594","5.4900024585865226e-40","8.825727952423694e-36","1.4709546587372823e-37"
"group_4010","","hypothetical protein","63","189","139","16","31.18811881188119","7.804878048780488","0.03836930455635491","7.654925721495953e-40","1.2306058589876893e-35","2.017386654078179e-37"
"ydiO","","putative BsuMI modification methylase subunit YdiO","65","190","137","15","32.17821782178218","7.317073170731707","0.0374567806377257","1.2693637418579757e-39","2.0406291514108817e-35","3.2390938911283836e-37"
"group_8475","","hypothetical protein","65","190","137","15","32.17821782178218","7.317073170731707","0.0374567806377257","1.2693637418579757e-39","2.0406291514108817e-35","3.2390938911283836e-37"
"papC_4","","Outer membrane usher protein PapC","76","196","126","9","37.62376237623762","4.390243902439024","0.027696793002915453","1.8484310711625723e-39","2.971537790000951e-35","4.5715966000014635e-37"
"group_6337","","hypothetical protein","76","196","126","9","37.62376237623762","4.390243902439024","0.027696793002915453","1.8484310711625723e-39","2.971537790000951e-35","4.5715966000014635e-37"
"group_3813","","hypothetical protein","67","191","135","14","33.16831683168317","6.829268292682928","0.036377738995540046","1.9735083152051034e-39","3.1726119675237244e-35","4.806987829581401e-37"
"group_3123","","hypothetical protein","66","190","136","15","32.67326732673268","7.317073170731707","0.03831269349845201","4.3950094456463595e-39","7.065417184821088e-35","1.0545398783315056e-36"
"papK","","Fimbrial adapter PapK","73","194","129","11","36.13861386138614","5.365853658536586","0.032086629904898904","4.8989383162954966e-39","7.87553323727664e-35","1.1581666525406824e-36"
"group_6270","","hypothetical protein","81","198","121","7","40.099009900990104","3.414634146341464","0.0236664162283997","5.186315227126024e-39","8.337520359127796e-35","1.2083362839315645e-36"
"group_2425","","hypothetical protein","80","197","122","8","39.603960396039604","3.902439024390244","0.026628942331696763","1.9166072101683723e-38","3.0811377510666753e-34","4.401625358666679e-36"
"group_8481","","hypothetical protein","66","189","136","16","32.67326732673268","7.804878048780488","0.04108309990662932","3.1874783250666137e-38","5.124190155377088e-34","7.217169232925475e-36"
"group_3042","","hypothetical protein","88","200","114","5","43.56435643564357","2.4390243902439024","0.01929824561403509","8.614479447903813e-38","1.3848637160450169e-33","1.9234218278403013e-35"
"group_3080","","hypothetical protein","79","195","123","10","39.10891089108911","4.878048780487805","0.03293725244944757","6.28338322435362e-37","1.010116687147088e-32","1.3837214892425863e-34"
"group_545","","ISL3 family transposase ISEc38","33","158","169","47","16.33663366336634","22.926829268292686","0.05808553666392031","1.1514560678705547e-36","1.8510807747087038e-32","2.501460506363113e-34"
"php_2","","Phosphotriesterase homology protein","35","159","167","46","17.326732673267326","22.439024390243905","0.06063345008097013","5.786309564785978e-36","9.302071256349938e-32","1.240276167513325e-33"
"sasA","","Adaptive-response sensory-kinase SasA","63","180","139","25","31.18811881188119","12.195121951219512","0.06294964028776978","2.8556686154745918e-33","4.590772866236954e-29","6.040490613469676e-31"
"group_1453","","P fimbrial regulatory protein KS71A","64","180","138","25","31.683168316831683","12.195121951219512","0.0644122383252818","9.240685721466283e-33","1.4855326365829195e-28","1.929263164393402e-30"
"opgE_3","","Phosphoethanolamine transferase OpgE","94","198","108","7","46.53465346534654","3.414634146341464","0.030770669659558547","1.0592336109979507e-32","1.7028239530403056e-28","2.183107632102956e-30"
"kpsT","","Polysialic acid transport ATP-binding protein KpsT","91","1","111","204","45.04950495049505","99.51219512195122","167.24324324324326","2.0642042706649594e-32","3.318414785520989e-28","4.2005250449632774e-30"
"group_1525","","hypothetical protein","35","152","167","53","17.326732673267326","25.853658536585368","0.07307752915222188","4.418601640978529e-32","7.103343998037083e-28","8.879179997546354e-30"
"group_4810","","hypothetical protein","86","0","116","205","42.57425742574257","100.0","inf","5.699460157525055e-32","9.162452149237279e-28","1.1173722133216193e-29"
"group_6166","","hypothetical protein","86","0","116","205","42.57425742574257","100.0","inf","5.699460157525055e-32","9.162452149237279e-28","1.1173722133216193e-29"
"group_1934","","hypothetical protein","96","3","106","202","47.524752475247524","98.53658536585365","60.9811320754717","8.42310973625949e-32","1.3540991212010756e-27","1.6120227633346138e-29"
"kpsM","","Polysialic acid transport protein KpsM","96","3","106","202","47.524752475247524","98.53658536585365","60.9811320754717","8.42310973625949e-32","1.3540991212010756e-27","1.6120227633346138e-29"
"group_2216","","hypothetical protein","8","110","194","95","3.9603960396039604","46.34146341463415","0.03561387066541706","9.864940336015532e-32","1.585887808417857e-27","1.8657503628445375e-29"
"cdiA_1","","tRNA nuclease CdiA","56","172","146","33","27.722772277227726","16.097560975609756","0.07359031538706594","1.01502167865862e-31","1.6317488506115976e-27","1.89738238443209e-29"
"group_18912","","hypothetical protein","13","118","189","87","6.435643564356436","42.4390243902439","0.05071294054344902","6.700093965965244e-31","1.0771071059685727e-26","1.2380541447914628e-28"
"toxA","","hypothetical protein","52","167","150","38","25.742574257425744","18.536585365853657","0.07888223552894212","7.724638209718681e-31","1.2418128385943751e-26","1.4111509529481534e-28"
"group_750","","IS66 family transposase IS682","71","182","131","23","35.148514851485146","11.219512195121952","0.06849257612616391","1.153928251257296e-30","1.855055056721229e-26","2.0843315244058754e-28"
"group_6812","","hypothetical protein","0","84","202","121","0.0","59.02439024390244","0.0","2.5389170657870046e-30","4.0815630749591884e-26","4.4852341483068e-28"
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","0","84","202","121","0.0","59.02439024390244","0.0","2.5389170657870046e-30","4.0815630749591884e-26","4.4852341483068e-28"
"group_1427","","IS4 family transposase ISEc13","120","205","82","0","59.4059405940594","0.0","0.0","3.166098418014148e-30","5.0898198167995436e-26","5.53241284434733e-28"
"group_1850","","IS3 family transposase ISEc16","50","164","152","41","24.752475247524753","20.0","0.08223684210526316","3.471327318990725e-30","5.58050579800949e-26","6.0005438688274085e-28"
"wbpI","","UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase","2","91","200","114","0.9900990099009901","55.60975609756098","0.012527472527472527","4.0560677788309066e-30","6.520534561248566e-26","6.863720590787964e-28"
"group_9677","","hypothetical protein","2","91","200","114","0.9900990099009901","55.60975609756098","0.012527472527472527","4.0560677788309066e-30","6.520534561248566e-26","6.863720590787964e-28"
"wbjC","","UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase","2","90","200","115","0.9900990099009901","56.09756097560976","0.012777777777777779","1.091719230767231e-29","1.7550478353814006e-25","1.8281748285222923e-27"
"wfgD","","UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD","0","82","202","123","0.0","60.0","0.0","1.7969249265552244e-29","2.888736511930179e-25","2.9780788782785347e-27"
"kbaZ_1","","D-tagatose-1,6-bisphosphate aldolase subunit KbaZ","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_6212","","IS4 family transposase ISEc13","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_6213","","hypothetical protein","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_8012","kbaY_1","D-tagatose-1,6-bisphosphate aldolase subunit KbaY","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_8081","","hypothetical protein","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_8082","","IS66 family transposase IS682","122","205","80","0","60.396039603960396","0.0","0.0","2.2863597314533966e-29","3.6755519042844803e-25","3.568496994450952e-27"
"group_4854","","hypothetical protein","118","204","84","1","58.415841584158414","0.4878048780487805","0.0068860877684407094","2.4110107686135855e-29","3.8759409116232e-25","3.726866261176154e-27"
"capD","","UDP-glucose 4-epimerase","2","89","200","116","0.9900990099009901","56.58536585365853","0.01303370786516854","2.921831894469793e-29","4.697136953549639e-25","4.473463765285371e-27"
"group_1021","","hypothetical protein","58","169","144","36","28.71287128712871","17.560975609756095","0.08579881656804733","6.193456698340606e-29","9.956600988252358e-25","9.393019800238074e-27"
"group_2599","","hypothetical protein","2","88","200","117","0.9900990099009901","57.073170731707314","0.013295454545454546","7.776132491977484e-29","1.2500910594103003e-24","1.1683094013180376e-26"
"group_3878","","hypothetical protein","38","149","164","56","18.81188118811881","27.31707317073171","0.0870846292355541","8.506187243422069e-29","1.367454661252532e-24","1.2661617233819741e-26"
"gspD2","","Secretin GspD 2","86","2","116","203","42.57425742574257","99.02439024390245","75.25","9.609857762648255e-29","1.5448807339233334e-24","1.4173217742415902e-26"
"sfaA","","S-fimbrial protein subunit SfaA","120","204","82","1","59.4059405940594","0.4878048780487805","0.007173601147776184","1.725288736828421e-28","2.7735741733253696e-24","2.521431066659427e-26"
"group_1838","","hypothetical protein","68","176","134","29","33.663366336633665","14.146341463414632","0.08361601085481682","3.057112626407597e-28","4.914614258212853e-24","4.427580412804372e-26"
"smf-1_2","","Major fimbrial subunit SMF-1","55","165","147","40","27.22772277227723","19.51219512195122","0.09070294784580499","3.4621748626918404e-28","5.5657923092634024e-24","4.969457418985181e-26"
"hemR_2","","Hemin receptor","121","204","81","1","59.900990099009896","0.4878048780487805","0.007322682159283466","4.578214344458599e-28","7.359937380151643e-24","6.39994554795795e-26"
"sfaS","","S-fimbrial adhesin protein SfaS","121","204","81","1","59.900990099009896","0.4878048780487805","0.007322682159283466","4.578214344458599e-28","7.359937380151643e-24","6.39994554795795e-26"
"group_8028","","hypothetical protein","121","204","81","1","59.900990099009896","0.4878048780487805","0.007322682159283466","4.578214344458599e-28","7.359937380151643e-24","6.39994554795795e-26"
"group_8913","","hypothetical protein","79","184","123","21","39.10891089108911","10.24390243902439","0.0733032873806999","4.8414237926754105e-28","7.78307288910499e-24","6.709545594056026e-26"
"papB","","Major pilu subunit operon regulatory protein PapB","70","177","132","28","34.65346534653465","13.658536585365855","0.08388974490669406","6.432404275820881e-28","1.0340733113809648e-23","8.838233430606537e-26"
"group_3292","","hypothetical protein","0","78","202","127","0.0","61.951219512195124","0.0","8.483336816455056e-28","1.3637812266133148e-23","1.1557468022146736e-25"
"group_3721","","Multidrug efflux ATP-binding/permease protein","126","205","76","0","62.37623762376238","0.0","0.0","1.121886399324275e-27","1.8035445755537045e-23","1.4905327070691772e-25"
"fes_2","","Enterochelin esterase","126","205","76","0","62.37623762376238","0.0","0.0","1.121886399324275e-27","1.8035445755537045e-23","1.4905327070691772e-25"
"besA","","hypothetical protein","126","205","76","0","62.37623762376238","0.0","0.0","1.121886399324275e-27","1.8035445755537045e-23","1.4905327070691772e-25"
"yciC","","Putative metal chaperone YciC","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_548","","ISL3 family transposase ISEc38","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_8015","garD_1","Galactarate dehydratase (L-threo-forming)","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_8016","","hypothetical protein","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"dinG_2","","3'-5' exonuclease DinG","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_8029","","hypothetical protein","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_8084","","hypothetical protein","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_8255","","hypothetical protein","122","204","80","1","60.396039603960396","0.4878048780487805","0.007475490196078432","1.2084573870327472e-27","1.9427160953938443e-23","1.5059814692975538e-25"
"group_4849","","putative protein","123","204","79","1","60.89108910891089","0.4878048780487805","0.00763216679076694","3.173152625487961e-27","5.101160160734446e-23","3.9239693544111124e-25"
"group_3844","","hypothetical protein","93","191","109","14","46.03960396039604","6.829268292682928","0.06253902685047312","6.021736565158211e-27","9.680543702148339e-23","7.389728016907129e-25"
"group_6459","","hypothetical protein","60","167","142","38","29.7029702970297","18.536585365853657","0.09614573669562283","7.458820894327835e-27","1.1990800469721427e-22","9.08393974978896e-25"
"group_8025","","hypothetical protein","121","203","81","2","59.900990099009896","0.975609756097561","0.014717508970382534","1.2394000340903556e-26","1.9924594948036555e-22","1.4869100707489968e-24"
"group_839","","IS4 family transposase IS4","121","203","81","2","59.900990099009896","0.975609756097561","0.014717508970382534","1.2394000340903556e-26","1.9924594948036555e-22","1.4869100707489968e-24"
"group_8512","","hypothetical protein","56","163","146","42","27.722772277227726","20.48780487804878","0.09883183460795025","1.2492889024005057e-26","2.008356839499053e-22","1.4876717329622614e-24"
"group_302","ynbD","putative protein YnbD","84","3","118","202","41.584158415841586","98.53658536585365","47.932203389830505","1.2990623095132694e-26","2.0883725687735318e-22","1.5355680652746558e-24"
"garD_3","","Galactarate dehydratase (L-threo-forming)","122","203","80","2","60.396039603960396","0.975609756097561","0.015024630541871921","3.222260271081821e-26","5.180105611791135e-22","3.726694684741824e-24"
"cea","","Colicin-E1","122","203","80","2","60.396039603960396","0.975609756097561","0.015024630541871921","3.222260271081821e-26","5.180105611791135e-22","3.726694684741824e-24"
"esiB_2","","Secretory immunoglobulin A-binding protein EsiB","122","203","80","2","60.396039603960396","0.975609756097561","0.015024630541871921","3.222260271081821e-26","5.180105611791135e-22","3.726694684741824e-24"
"group_2411","","hypothetical protein","119","202","83","3","58.91089108910891","1.4634146341463417","0.02129309316473816","3.3832668718098816e-26","5.438939823121566e-22","3.8849570165154045e-24"
"group_344","","hypothetical protein","56","162","146","43","27.722772277227726","20.975609756097562","0.10180957212920683","4.1320828575372435e-26","6.642736401776873e-22","4.71116056863608e-24"
"group_8125","","hypothetical protein","123","203","79","2","60.89108910891089","0.975609756097561","0.015339527343019268","8.332571726251199e-26","1.3395442307121428e-21","9.367442172812188e-24"
"group_8127","","IS110 family transposase ISWpi13","123","203","79","2","60.89108910891089","0.975609756097561","0.015339527343019268","8.332571726251199e-26","1.3395442307121428e-21","9.367442172812188e-24"
"papE","","Fimbrial protein PapE","58","163","144","42","28.71287128712871","20.48780487804878","0.10378323108384459","1.1107754522893928e-25","1.7856826171004278e-21","1.2400573729864082e-23"
"group_8422","","hypothetical protein","91","188","111","17","45.04950495049505","8.292682926829269","0.07413264328157945","1.3680561519886767e-25","2.1992870699369965e-21","1.5167497034048252e-23"
"yeeW","","Protein YeeW","33","136","169","69","16.33663366336634","33.65853658536586","0.09906891750783153","1.839751723716983e-25","2.957584871047422e-21","2.025743062361248e-23"
"ythA","","putative protein YthA","124","203","78","2","61.386138613861384","0.975609756097561","0.015662498421119112","2.143326181151584e-25","3.445611168819287e-21","2.3281156546076262e-23"
"group_8126","","hypothetical protein","124","203","78","2","61.386138613861384","0.975609756097561","0.015662498421119112","2.143326181151584e-25","3.445611168819287e-21","2.3281156546076262e-23"
"nanE_2","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","121","202","81","3","59.900990099009896","1.4634146341463417","0.022185551888522184","2.2564581451150115e-25","3.627482114086893e-21","2.4345517544207335e-23"
"group_6339","","hypothetical protein","128","204","74","1","63.366336633663366","0.4878048780487805","0.008479067302596715","3.6681213319523376e-25","5.896871853246578e-21","3.8541646099650834e-23"
"mchI","","Microcin H47 immunity protein MchI","128","204","74","1","63.366336633663366","0.4878048780487805","0.008479067302596715","3.6681213319523376e-25","5.896871853246578e-21","3.8541646099650834e-23"
"group_6342","","hypothetical protein","128","204","74","1","63.366336633663366","0.4878048780487805","0.008479067302596715","3.6681213319523376e-25","5.896871853246578e-21","3.8541646099650834e-23"
"group_8248","","hypothetical protein","128","204","74","1","63.366336633663366","0.4878048780487805","0.008479067302596715","3.6681213319523376e-25","5.896871853246578e-21","3.8541646099650834e-23"
"group_262","","hypothetical protein","80","180","122","25","39.603960396039604","12.195121951219512","0.09107468123861566","5.066444204210572e-25","8.144815702688917e-21","5.2888413653824135e-23"
"mchB","","hypothetical protein","125","203","77","2","61.88118811881188","0.975609756097561","0.01599385835839038","5.484147556350504e-25","8.816315611589071e-21","5.687945555863917e-23"
"group_2427","","hypothetical protein","122","202","80","3","60.396039603960396","1.4634146341463417","0.022648514851485148","5.7790287365890535e-25","9.290366596940563e-21","5.917430953465327e-23"
"group_8254","","hypothetical protein","122","202","80","3","60.396039603960396","1.4634146341463417","0.022648514851485148","5.7790287365890535e-25","9.290366596940563e-21","5.917430953465327e-23"
